,person_age,person_gender,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
40513,23.0,male,29951.0,0,RENT,4750.0,MEDICAL,10.81,0.16,640,No,0
40514,28.0,female,90964.0,8,RENT,20000.0,HOMEIMPROVEMENT,13.49,0.22,674,No,0
40515,22.0,male,69780.0,0,RENT,12000.0,EDUCATION,7.63,0.17,489,Yes,0
40516,24.0,male,51724.0,0,RENT,8000.0,VENTURE,10.31,0.15,599,Yes,0
40517,34.0,female,44132.0,12,RENT,4000.0,MEDICAL,13.61,0.09,656,No,0
40518,26.0,male,83887.0,2,RENT,14016.0,VENTURE,12.75,0.17,560,Yes,0
40519,29.0,male,178568.0,4,MORTGAGE,10000.0,VENTURE,11.31,0.06,550,Yes,0
40520,23.0,female,72846.0,0,RENT,15000.0,VENTURE,14.05,0.21,556,Yes,0
40521,27.0,male,75448.0,3,RENT,5116.0,DEBTCONSOLIDATION,13.86,0.07,712,No,0
40522,24.0,male,66807.0,0,MORTGAGE,15000.0,PERSONAL,11.82,0.22,601,Yes,0
40523,31.0,male,169107.0,8,MORTGAGE,14000.0,MEDICAL,11.01,0.08,706,No,0
40524,25.0,male,33262.0,3,RENT,2532.0,EDUCATION,13.49,0.08,584,No,0
40525,30.0,female,66898.0,10,MORTGAGE,6500.0,VENTURE,10.99,0.1,688,Yes,0
40526,33.0,female,52933.0,9,MORTGAGE,2500.0,MEDICAL,11.24,0.05,629,No,0
40527,32.0,male,73224.0,8,RENT,12000.0,MEDICAL,7.11,0.16,613,Yes,0
40528,27.0,male,115135.0,4,MORTGAGE,12000.0,PERSONAL,11.0,0.1,621,Yes,0
40529,22.0,female,49282.0,0,RENT,10000.0,VENTURE,11.01,0.2,679,Yes,0
40530,33.0,female,118520.0,10,MORTGAGE,6000.0,DEBTCONSOLIDATION,8.78,0.05,658,No,0
40531,30.0,male,58475.0,6,RENT,7000.0,MEDICAL,12.32,0.12,648,Yes,0
40532,34.0,male,93663.0,10,RENT,10000.0,EDUCATION,10.42,0.11,594,Yes,0
40533,26.0,male,84725.0,4,RENT,15000.0,PERSONAL,16.22,0.18,635,Yes,0
40534,23.0,female,67158.0,0,RENT,4000.0,MEDICAL,9.81,0.06,619,No,0
40535,27.0,male,69501.0,3,RENT,4000.0,VENTURE,9.44,0.06,593,Yes,0
40536,32.0,male,63535.0,8,RENT,10000.0,VENTURE,9.66,0.16,618,Yes,0
40537,24.0,female,90464.0,2,MORTGAGE,17000.0,DEBTCONSOLIDATION,11.88,0.19,628,No,0
40538,24.0,male,101800.0,2,RENT,15000.0,MEDICAL,10.66,0.15,635,Yes,0
40539,27.0,female,122182.0,3,MORTGAGE,6000.0,PERSONAL,7.55,0.05,580,Yes,0
40540,27.0,female,25052.0,7,RENT,5500.0,PERSONAL,7.43,0.22,695,Yes,0
40541,34.0,male,101863.0,9,OWN,25000.0,VENTURE,13.94,0.25,525,Yes,0
40542,36.0,male,51261.0,14,MORTGAGE,4200.0,MEDICAL,11.5,0.08,640,Yes,0
40543,25.0,female,75831.0,2,RENT,2000.0,HOMEIMPROVEMENT,13.07,0.03,615,No,0
40544,25.0,female,35413.0,2,MORTGAGE,12469.0,VENTURE,7.34,0.35,581,Yes,0
40545,24.0,male,57786.0,3,RENT,10000.0,PERSONAL,11.73,0.17,651,Yes,0
40546,26.0,male,47850.0,7,MORTGAGE,2931.0,MEDICAL,12.61,0.06,572,Yes,0
40547,23.0,female,114764.0,4,RENT,10000.0,PERSONAL,10.27,0.09,620,No,0
40548,25.0,male,75585.0,3,RENT,15000.0,EDUCATION,9.28,0.2,632,Yes,0
40549,28.0,female,249690.0,3,MORTGAGE,21946.0,PERSONAL,10.6,0.09,707,No,0
40550,26.0,male,82152.0,4,MORTGAGE,6000.0,EDUCATION,10.24,0.07,681,Yes,0
40551,28.0,female,251688.0,6,MORTGAGE,15000.0,VENTURE,14.84,0.06,697,No,0
40552,24.0,male,31889.0,3,RENT,6000.0,DEBTCONSOLIDATION,7.71,0.19,682,No,0
40553,28.0,female,50099.0,5,RENT,7121.0,DEBTCONSOLIDATION,9.51,0.14,518,Yes,0
40554,32.0,female,37254.0,10,OWN,10000.0,VENTURE,7.37,0.27,660,No,0
40555,36.0,male,67072.0,14,RENT,10000.0,MEDICAL,7.05,0.15,620,Yes,0
40556,24.0,female,64638.0,0,MORTGAGE,7000.0,PERSONAL,7.9,0.11,568,No,0
40557,24.0,male,66766.0,1,MORTGAGE,5300.0,VENTURE,10.8,0.08,694,Yes,0
40558,27.0,male,51182.0,5,RENT,3000.0,MEDICAL,11.01,0.06,689,Yes,0
40559,29.0,male,56208.0,1,MORTGAGE,4000.0,PERSONAL,9.39,0.07,559,Yes,0
40560,24.0,male,102877.0,4,MORTGAGE,27072.0,MEDICAL,11.76,0.26,679,Yes,0
40561,32.0,male,54403.0,11,MORTGAGE,15000.0,PERSONAL,7.51,0.28,670,No,0
40562,24.0,female,73404.0,6,MORTGAGE,14000.0,VENTURE,8.26,0.19,617,Yes,0
40563,23.0,male,61999.0,0,MORTGAGE,4000.0,MEDICAL,9.14,0.06,577,Yes,0
40564,25.0,female,57589.0,3,RENT,6000.0,VENTURE,7.6,0.1,571,Yes,0
40565,23.0,female,96691.0,0,MORTGAGE,7000.0,DEBTCONSOLIDATION,7.37,0.07,573,No,0
40566,21.0,male,48633.0,0,RENT,5000.0,EDUCATION,5.79,0.1,638,Yes,0
40567,27.0,female,116127.0,3,OWN,15000.0,EDUCATION,11.41,0.13,618,No,0
40568,35.0,male,252859.0,13,MORTGAGE,23496.0,PERSONAL,11.1,0.09,728,No,0
40569,29.0,male,40109.0,3,RENT,4027.0,MEDICAL,12.71,0.1,610,Yes,0
40570,24.0,female,66886.0,0,RENT,4200.0,HOMEIMPROVEMENT,14.14,0.06,605,Yes,0
40571,25.0,male,37074.0,0,RENT,4800.0,EDUCATION,7.15,0.13,621,No,0
40572,22.0,female,73065.0,2,MORTGAGE,6593.0,HOMEIMPROVEMENT,10.49,0.09,670,No,0
40573,26.0,male,103879.0,1,MORTGAGE,7854.0,EDUCATION,11.8,0.08,644,Yes,0
40574,26.0,female,71567.0,4,OWN,5092.0,MEDICAL,8.4,0.07,609,No,0
40575,24.0,male,40588.0,2,MORTGAGE,8000.0,EDUCATION,9.92,0.2,676,Yes,0
40576,28.0,male,93832.0,6,MORTGAGE,5983.0,MEDICAL,7.45,0.06,711,Yes,0
40577,25.0,male,43129.0,0,RENT,5000.0,MEDICAL,10.49,0.12,570,Yes,0
40578,25.0,female,85081.0,5,MORTGAGE,16000.0,EDUCATION,9.65,0.19,569,No,0
40579,34.0,female,65916.0,9,MORTGAGE,9000.0,DEBTCONSOLIDATION,10.57,0.14,704,No,0
40580,24.0,female,66978.0,0,RENT,5000.0,EDUCATION,11.0,0.07,644,No,0
40581,25.0,female,44727.0,3,MORTGAGE,18000.0,VENTURE,9.17,0.4,591,Yes,0
40582,22.0,male,34758.0,1,RENT,7500.0,EDUCATION,8.57,0.22,583,Yes,0
40583,34.0,female,29223.0,11,RENT,5000.0,EDUCATION,13.81,0.17,597,Yes,0
40584,23.0,male,73154.0,4,RENT,15000.0,HOMEIMPROVEMENT,14.11,0.21,686,No,0
40585,29.0,male,228303.0,5,MORTGAGE,4445.0,PERSONAL,9.87,0.02,621,Yes,0
40586,29.0,male,38268.0,10,RENT,5684.0,HOMEIMPROVEMENT,9.49,0.15,688,No,0
40587,26.0,female,123412.0,6,MORTGAGE,15000.0,HOMEIMPROVEMENT,13.75,0.12,620,Yes,0
40588,23.0,female,37116.0,1,RENT,3600.0,VENTURE,10.5,0.1,638,Yes,0
40589,25.0,female,44844.0,2,RENT,5587.0,EDUCATION,9.64,0.12,634,No,0
40590,34.0,female,91072.0,11,MORTGAGE,25000.0,HOMEIMPROVEMENT,10.64,0.27,679,Yes,0
40591,23.0,female,31137.0,0,RENT,2400.0,MEDICAL,14.23,0.08,569,Yes,0
40592,26.0,male,37178.0,5,RENT,1200.0,EDUCATION,8.85,0.03,608,Yes,0
40593,30.0,female,67274.0,6,RENT,15960.0,HOMEIMPROVEMENT,13.37,0.24,718,No,0
40594,31.0,male,68814.0,5,MORTGAGE,15163.0,VENTURE,12.19,0.22,652,Yes,0
40595,26.0,female,43324.0,4,RENT,5000.0,MEDICAL,11.31,0.12,522,Yes,0
40596,26.0,male,39060.0,5,RENT,6351.0,EDUCATION,13.4,0.16,634,Yes,0
40597,27.0,male,53934.0,3,MORTGAGE,10000.0,PERSONAL,7.92,0.19,680,No,0
40598,25.0,female,91104.0,6,MORTGAGE,15000.0,DEBTCONSOLIDATION,9.78,0.16,684,Yes,0
40599,32.0,male,46625.0,8,RENT,10000.0,DEBTCONSOLIDATION,10.26,0.21,635,Yes,0
40600,33.0,female,301016.0,12,MORTGAGE,15000.0,PERSONAL,12.34,0.05,618,Yes,0
40601,27.0,female,118857.0,3,MORTGAGE,1000.0,HOMEIMPROVEMENT,8.62,0.01,659,Yes,0
40602,23.0,female,75567.0,1,RENT,8400.0,EDUCATION,11.8,0.11,657,No,0
40603,28.0,female,180752.0,7,MORTGAGE,15000.0,HOMEIMPROVEMENT,9.99,0.08,643,Yes,0
40604,24.0,female,64533.0,0,RENT,2038.0,PERSONAL,9.25,0.03,586,No,0
40605,22.0,female,49006.0,0,RENT,7000.0,DEBTCONSOLIDATION,10.43,0.14,607,No,0
40606,29.0,male,360419.0,7,MORTGAGE,15942.0,VENTURE,11.42,0.04,667,Yes,0
40607,24.0,male,40591.0,5,RENT,10048.0,EDUCATION,6.4,0.25,682,Yes,0
40608,32.0,female,54305.0,11,MORTGAGE,15000.0,PERSONAL,7.51,0.28,640,Yes,0
40609,28.0,male,37979.0,5,RENT,3000.0,MEDICAL,9.89,0.08,677,Yes,0
40610,24.0,female,49212.0,5,RENT,5000.0,MEDICAL,6.17,0.1,691,Yes,0
40611,25.0,male,145287.0,1,MORTGAGE,13249.0,PERSONAL,10.24,0.09,667,Yes,0
40612,27.0,male,55999.0,5,RENT,2500.0,DEBTCONSOLIDATION,7.88,0.04,638,Yes,0
40613,23.0,male,59641.0,0,RENT,14000.0,EDUCATION,11.43,0.23,689,Yes,0
40614,24.0,female,43120.0,1,OWN,13000.0,PERSONAL,14.75,0.3,656,Yes,0
40615,28.0,male,56125.0,6,MORTGAGE,3000.0,MEDICAL,7.34,0.05,647,No,0
40616,23.0,male,30186.0,1,RENT,2000.0,EDUCATION,13.78,0.07,618,Yes,0
40617,35.0,male,45958.0,11,MORTGAGE,6359.0,PERSONAL,10.06,0.14,578,Yes,0
40618,25.0,male,180720.0,2,MORTGAGE,25000.0,EDUCATION,10.46,0.14,570,Yes,0
40619,27.0,male,84434.0,6,RENT,12000.0,PERSONAL,10.37,0.14,683,Yes,0
40620,30.0,female,123216.0,8,RENT,18000.0,MEDICAL,10.6,0.15,564,Yes,0
40621,26.0,male,208534.0,3,MORTGAGE,9927.0,VENTURE,8.26,0.05,637,Yes,0
40622,24.0,female,32536.0,1,RENT,5000.0,MEDICAL,11.67,0.15,619,Yes,0
40623,32.0,female,65664.0,9,MORTGAGE,10000.0,VENTURE,12.8,0.15,728,No,0
40624,57.0,female,96907.0,36,MORTGAGE,4800.0,VENTURE,12.03,0.05,689,No,0
40625,32.0,male,90707.0,7,RENT,10000.0,HOMEIMPROVEMENT,7.33,0.11,583,Yes,0
40626,27.0,male,33745.0,6,RENT,1512.0,EDUCATION,12.65,0.04,632,Yes,0
40627,29.0,male,145470.0,7,MORTGAGE,7000.0,DEBTCONSOLIDATION,8.73,0.05,650,No,0
40628,25.0,female,49209.0,4,RENT,2000.0,PERSONAL,10.93,0.04,587,Yes,0
40629,27.0,male,137767.0,3,MORTGAGE,7602.0,MEDICAL,9.45,0.06,498,Yes,0
40630,34.0,male,56114.0,13,RENT,10000.0,MEDICAL,7.63,0.18,665,No,0
40631,28.0,female,98078.0,2,MORTGAGE,6047.0,VENTURE,7.3,0.06,503,Yes,0
40632,27.0,male,51430.0,4,RENT,5000.0,MEDICAL,5.42,0.1,566,Yes,0
40633,29.0,female,64417.0,7,RENT,8458.0,MEDICAL,5.82,0.13,540,Yes,0
40634,31.0,female,136156.0,10,MORTGAGE,6130.0,DEBTCONSOLIDATION,5.61,0.05,584,Yes,0
40635,26.0,female,56698.0,6,RENT,12000.0,MEDICAL,11.97,0.21,643,Yes,0
40636,41.0,male,78820.0,18,MORTGAGE,24811.0,EDUCATION,11.7,0.31,593,Yes,0
40637,40.0,male,210613.0,18,MORTGAGE,11699.0,PERSONAL,8.73,0.06,615,Yes,0
40638,25.0,female,108961.0,1,MORTGAGE,6000.0,PERSONAL,7.86,0.06,664,No,0
40639,25.0,male,66850.0,0,RENT,3600.0,PERSONAL,11.05,0.05,676,No,0
40640,24.0,female,162934.0,1,MORTGAGE,12879.0,EDUCATION,12.56,0.08,659,Yes,0
40641,23.0,male,61517.0,2,MORTGAGE,9000.0,PERSONAL,12.76,0.15,631,Yes,0
40642,23.0,female,73110.0,2,RENT,11200.0,EDUCATION,6.81,0.15,674,Yes,0
40643,30.0,male,74287.0,8,MORTGAGE,15000.0,DEBTCONSOLIDATION,13.63,0.2,642,Yes,0
40644,25.0,male,73057.0,0,RENT,10000.0,DEBTCONSOLIDATION,14.17,0.14,612,Yes,0
40645,42.0,male,73803.0,14,RENT,8554.0,PERSONAL,7.25,0.12,706,No,0
40646,28.0,male,115825.0,6,MORTGAGE,5884.0,PERSONAL,10.27,0.05,661,No,0
40647,27.0,female,60885.0,4,MORTGAGE,8000.0,PERSONAL,6.33,0.13,691,Yes,0
40648,31.0,female,40761.0,8,RENT,1000.0,MEDICAL,14.61,0.02,623,Yes,0
40649,27.0,male,47876.0,6,RENT,2000.0,DEBTCONSOLIDATION,12.88,0.04,619,Yes,0
40650,25.0,male,58466.0,2,MORTGAGE,10455.0,VENTURE,7.78,0.18,680,No,0
40651,28.0,male,76745.0,7,RENT,1565.0,DEBTCONSOLIDATION,10.3,0.02,669,No,0
40652,29.0,male,126936.0,5,MORTGAGE,6000.0,MEDICAL,14.65,0.05,665,Yes,0
40653,30.0,male,42933.0,9,RENT,6000.0,MEDICAL,7.72,0.14,669,Yes,0
40654,28.0,male,271115.0,3,MORTGAGE,24575.0,VENTURE,11.38,0.09,575,No,0
40655,31.0,female,116161.0,6,MORTGAGE,12000.0,VENTURE,12.74,0.1,668,Yes,0
40656,23.0,female,85091.0,0,MORTGAGE,5000.0,PERSONAL,10.53,0.06,577,No,0
40657,23.0,male,115064.0,0,MORTGAGE,4000.0,VENTURE,8.08,0.03,626,Yes,0
40658,38.0,male,139113.0,14,MORTGAGE,12444.0,EDUCATION,6.48,0.09,646,No,0
40659,23.0,female,68063.0,2,RENT,5500.0,MEDICAL,7.76,0.08,668,Yes,0
40660,29.0,female,72803.0,5,MORTGAGE,14109.0,HOMEIMPROVEMENT,13.17,0.19,663,Yes,0
40661,29.0,female,130341.0,5,MORTGAGE,20588.0,HOMEIMPROVEMENT,10.74,0.16,562,Yes,0
40662,30.0,female,48739.0,9,RENT,5500.0,VENTURE,7.74,0.11,601,No,0
40663,43.0,female,52504.0,22,OWN,15000.0,EDUCATION,8.88,0.29,684,Yes,0
40664,27.0,female,224452.0,5,MORTGAGE,10000.0,VENTURE,11.71,0.04,704,No,0
40665,21.0,male,78837.0,0,RENT,4800.0,HOMEIMPROVEMENT,9.88,0.06,644,No,0
40666,29.0,male,150858.0,6,MORTGAGE,10000.0,HOMEIMPROVEMENT,6.29,0.07,518,Yes,0
40667,23.0,female,72025.0,1,RENT,6540.0,EDUCATION,10.97,0.09,624,No,0
40668,36.0,female,108813.0,15,MORTGAGE,4635.0,EDUCATION,10.85,0.04,648,Yes,0
40669,25.0,female,90882.0,5,RENT,4810.0,EDUCATION,14.99,0.05,564,No,0
40670,24.0,male,39788.0,1,RENT,4634.0,DEBTCONSOLIDATION,7.4,0.12,624,No,0
40671,42.0,male,253083.0,21,MORTGAGE,16598.0,PERSONAL,12.38,0.07,697,Yes,0
40672,25.0,male,103059.0,0,RENT,9600.0,EDUCATION,10.15,0.09,541,No,0
40673,24.0,male,51638.0,3,RENT,7000.0,EDUCATION,8.6,0.14,558,Yes,0
40674,26.0,male,43101.0,4,RENT,8000.0,PERSONAL,11.41,0.19,618,No,0
40675,24.0,female,186994.0,2,MORTGAGE,3811.0,HOMEIMPROVEMENT,10.71,0.02,589,No,0
40676,25.0,male,85257.0,2,RENT,6000.0,PERSONAL,6.37,0.07,657,No,0
40677,33.0,male,55667.0,12,MORTGAGE,15000.0,VENTURE,12.77,0.27,569,Yes,0
40678,24.0,male,73937.0,4,RENT,2500.0,MEDICAL,7.23,0.03,678,No,0
40679,24.0,female,52801.0,5,RENT,5000.0,EDUCATION,12.47,0.09,684,Yes,0
40680,24.0,female,60921.0,0,RENT,5600.0,EDUCATION,11.03,0.09,646,Yes,0
40681,28.0,female,124095.0,6,MORTGAGE,25000.0,VENTURE,15.3,0.2,580,No,0
40682,31.0,female,75199.0,9,RENT,7000.0,MEDICAL,13.8,0.09,658,No,0
40683,25.0,female,211045.0,3,MORTGAGE,10000.0,HOMEIMPROVEMENT,15.05,0.05,676,Yes,0
40684,26.0,female,68943.0,2,MORTGAGE,6000.0,VENTURE,9.57,0.09,584,No,0
40685,33.0,female,186897.0,11,MORTGAGE,8000.0,PERSONAL,7.95,0.04,695,Yes,0
40686,28.0,female,61971.0,7,MORTGAGE,24483.0,PERSONAL,10.67,0.4,636,No,0
40687,30.0,male,73100.0,7,MORTGAGE,25257.0,EDUCATION,13.47,0.35,708,No,0
40688,23.0,male,54845.0,0,RENT,6000.0,MEDICAL,8.65,0.11,574,Yes,0
40689,27.0,male,159654.0,5,RENT,20000.0,VENTURE,12.73,0.13,582,Yes,0
40690,27.0,female,120705.0,3,MORTGAGE,10000.0,MEDICAL,12.24,0.08,595,Yes,0
40691,30.0,female,36801.0,6,MORTGAGE,12000.0,EDUCATION,10.74,0.33,670,Yes,0
40692,26.0,female,48843.0,0,RENT,12000.0,MEDICAL,8.76,0.25,641,Yes,0
40693,31.0,female,35620.0,5,RENT,1500.0,PERSONAL,11.73,0.04,658,No,0
40694,25.0,male,49919.0,3,RENT,6946.0,DEBTCONSOLIDATION,10.98,0.14,688,No,0
40695,23.0,female,144864.0,0,RENT,12000.0,EDUCATION,11.19,0.08,582,Yes,0
40696,40.0,male,34784.0,16,RENT,1600.0,MEDICAL,10.0,0.05,652,Yes,0
40697,25.0,male,51541.0,3,MORTGAGE,3000.0,DEBTCONSOLIDATION,10.33,0.06,495,Yes,0
40698,26.0,female,97265.0,3,MORTGAGE,4436.0,HOMEIMPROVEMENT,13.32,0.05,592,Yes,0
40699,30.0,male,91257.0,8,MORTGAGE,8000.0,VENTURE,13.79,0.09,650,No,0
40700,23.0,male,73251.0,4,RENT,9000.0,PERSONAL,6.73,0.12,691,Yes,0
40701,30.0,male,145093.0,9,MORTGAGE,10000.0,HOMEIMPROVEMENT,13.05,0.07,615,No,0
40702,33.0,female,56233.0,11,RENT,10000.0,VENTURE,9.31,0.18,627,No,0
40703,35.0,male,271342.0,9,MORTGAGE,14291.0,VENTURE,15.83,0.05,617,Yes,0
40704,30.0,female,73487.0,7,RENT,2981.0,MEDICAL,7.11,0.04,668,Yes,0
40705,24.0,male,35887.0,2,MORTGAGE,8563.0,MEDICAL,11.33,0.24,573,Yes,0
40706,27.0,female,65557.0,1,MORTGAGE,11550.0,MEDICAL,9.11,0.18,684,Yes,0
40707,31.0,male,29773.0,6,RENT,6500.0,MEDICAL,9.07,0.22,603,Yes,0
40708,30.0,male,72896.0,11,MORTGAGE,6000.0,MEDICAL,14.44,0.08,625,No,0
40709,28.0,male,81262.0,6,RENT,5000.0,EDUCATION,12.47,0.06,613,No,0
40710,26.0,male,79171.0,4,RENT,6000.0,EDUCATION,12.11,0.08,550,Yes,0
40711,28.0,female,137146.0,5,MORTGAGE,16000.0,EDUCATION,13.75,0.12,542,Yes,0
40712,27.0,male,89340.0,4,RENT,2149.0,DEBTCONSOLIDATION,7.69,0.02,646,Yes,0
40713,31.0,male,87586.0,7,RENT,4392.0,EDUCATION,6.1,0.05,685,Yes,0
40714,35.0,male,48806.0,8,RENT,1800.0,MEDICAL,10.55,0.04,563,Yes,0
40715,23.0,male,40606.0,1,MORTGAGE,12390.0,EDUCATION,7.36,0.31,591,Yes,0
40716,29.0,male,216827.0,8,MORTGAGE,30325.0,PERSONAL,18.47,0.14,571,No,0
40717,26.0,male,109469.0,0,MORTGAGE,34664.0,EDUCATION,9.77,0.32,601,Yes,0
40718,25.0,male,120990.0,0,MORTGAGE,14000.0,MEDICAL,11.56,0.12,601,No,0
40719,22.0,female,64916.0,1,MORTGAGE,16000.0,MEDICAL,11.59,0.25,607,No,0
40720,27.0,female,270864.0,5,RENT,25000.0,VENTURE,14.28,0.09,709,Yes,0
40721,24.0,male,98067.0,2,RENT,6407.0,VENTURE,7.64,0.07,710,No,0
40722,26.0,male,98011.0,2,MORTGAGE,5148.0,MEDICAL,10.9,0.05,655,Yes,0
40723,24.0,female,83852.0,0,MORTGAGE,15000.0,EDUCATION,13.48,0.18,631,No,0
40724,24.0,female,85280.0,0,MORTGAGE,2000.0,EDUCATION,8.41,0.02,672,Yes,0
40725,30.0,male,151119.0,5,MORTGAGE,25000.0,DEBTCONSOLIDATION,12.93,0.17,577,Yes,0
40726,25.0,male,45217.0,4,RENT,2933.0,MEDICAL,11.48,0.06,663,Yes,0
40727,25.0,male,48239.0,0,RENT,4455.0,MEDICAL,12.73,0.09,550,No,0
40728,27.0,female,62625.0,7,RENT,6000.0,MEDICAL,7.02,0.1,685,No,0
40729,38.0,male,56390.0,10,MORTGAGE,4999.0,EDUCATION,10.77,0.09,571,No,0
40730,28.0,male,116621.0,5,MORTGAGE,11100.0,HOMEIMPROVEMENT,8.09,0.1,606,Yes,0
40731,30.0,male,51374.0,6,RENT,5000.0,MEDICAL,14.96,0.1,659,Yes,0
40732,24.0,male,60003.0,0,MORTGAGE,2400.0,EDUCATION,7.61,0.04,690,No,0
40733,25.0,male,42970.0,6,RENT,5000.0,MEDICAL,11.71,0.12,692,Yes,0
40734,32.0,female,65982.0,10,MORTGAGE,13000.0,HOMEIMPROVEMENT,12.53,0.2,645,Yes,0
40735,27.0,male,157234.0,2,MORTGAGE,15000.0,MEDICAL,6.59,0.1,665,Yes,0
40736,28.0,male,147957.0,4,MORTGAGE,19659.0,PERSONAL,13.31,0.13,509,Yes,0
40737,24.0,male,65654.0,0,MORTGAGE,2500.0,PERSONAL,15.97,0.04,554,Yes,0
40738,24.0,female,30920.0,4,RENT,2500.0,DEBTCONSOLIDATION,7.42,0.08,492,Yes,0
40739,25.0,male,144554.0,1,MORTGAGE,15000.0,DEBTCONSOLIDATION,12.59,0.1,662,Yes,0
40740,31.0,female,173479.0,9,MORTGAGE,19671.0,DEBTCONSOLIDATION,11.6,0.11,641,Yes,0
40741,30.0,female,116038.0,8,RENT,17071.0,PERSONAL,10.77,0.15,512,Yes,0
40742,35.0,male,141458.0,13,RENT,20149.0,VENTURE,8.73,0.14,672,No,0
40743,29.0,female,115025.0,6,MORTGAGE,4000.0,MEDICAL,6.58,0.03,647,No,0
40744,25.0,female,48213.0,5,RENT,7124.0,EDUCATION,14.24,0.15,640,Yes,0
40745,26.0,female,53656.0,3,RENT,4000.0,VENTURE,14.06,0.07,649,No,0
40746,25.0,female,73027.0,6,MORTGAGE,10000.0,VENTURE,10.18,0.14,521,Yes,0
40747,30.0,female,61234.0,9,MORTGAGE,5000.0,MEDICAL,10.98,0.08,686,No,0
40748,22.0,male,70844.0,0,RENT,10000.0,EDUCATION,8.8,0.14,666,Yes,0
40749,26.0,male,217037.0,1,MORTGAGE,14493.0,MEDICAL,10.21,0.07,650,No,0
40750,35.0,male,74233.0,10,MORTGAGE,11883.0,PERSONAL,8.84,0.16,651,Yes,0
40751,23.0,female,90794.0,0,MORTGAGE,11000.0,MEDICAL,5.47,0.12,677,No,0
40752,29.0,female,32380.0,4,RENT,7000.0,MEDICAL,10.06,0.22,685,Yes,0
40753,23.0,female,15110.0,1,RENT,1000.0,DEBTCONSOLIDATION,14.5,0.07,632,Yes,0
40754,28.0,female,124620.0,5,MORTGAGE,8818.0,MEDICAL,7.52,0.07,573,Yes,0
40755,25.0,female,52355.0,0,RENT,10000.0,DEBTCONSOLIDATION,6.95,0.19,620,Yes,0
40756,22.0,female,51036.0,1,RENT,5000.0,MEDICAL,9.13,0.1,669,No,0
40757,24.0,female,115840.0,2,MORTGAGE,10000.0,HOMEIMPROVEMENT,6.93,0.09,642,No,0
40758,23.0,female,60621.0,0,RENT,10000.0,EDUCATION,11.71,0.16,646,No,0
40759,35.0,male,76748.0,10,RENT,6248.0,DEBTCONSOLIDATION,7.9,0.08,595,Yes,0
40760,23.0,female,92271.0,1,RENT,15000.0,DEBTCONSOLIDATION,10.75,0.16,630,No,0
40761,27.0,female,103087.0,4,MORTGAGE,24000.0,MEDICAL,11.43,0.23,652,Yes,0
40762,23.0,male,54964.0,2,RENT,2000.0,EDUCATION,8.13,0.04,643,Yes,0
40763,37.0,female,103903.0,18,RENT,6000.0,EDUCATION,7.11,0.06,687,No,0
40764,38.0,male,67074.0,16,MORTGAGE,12000.0,DEBTCONSOLIDATION,9.82,0.18,702,No,0
40765,28.0,female,69439.0,4,MORTGAGE,4000.0,EDUCATION,7.84,0.06,723,No,0
40766,25.0,female,104174.0,1,MORTGAGE,10000.0,EDUCATION,12.98,0.1,539,Yes,0
40767,26.0,female,67059.0,0,MORTGAGE,5000.0,VENTURE,6.99,0.07,636,Yes,0
40768,29.0,female,77875.0,4,MORTGAGE,7039.0,MEDICAL,7.47,0.09,643,No,0
40769,23.0,female,157061.0,2,MORTGAGE,25000.0,HOMEIMPROVEMENT,11.83,0.16,589,Yes,0
40770,23.0,male,82742.0,1,MORTGAGE,10000.0,PERSONAL,10.04,0.12,648,Yes,0
40771,27.0,male,90711.0,4,RENT,20000.0,MEDICAL,10.82,0.22,539,Yes,0
40772,24.0,male,144951.0,4,MORTGAGE,14000.0,EDUCATION,10.17,0.1,570,Yes,0
40773,27.0,female,46835.0,4,RENT,6000.0,DEBTCONSOLIDATION,10.29,0.13,668,No,0
40774,24.0,male,129272.0,0,MORTGAGE,24226.0,HOMEIMPROVEMENT,12.34,0.19,648,Yes,0
40775,21.0,male,42859.0,1,RENT,7000.0,MEDICAL,12.98,0.16,581,No,0
40776,32.0,male,44314.0,8,RENT,4800.0,VENTURE,11.86,0.11,554,Yes,0
40777,31.0,female,83655.0,11,RENT,3710.0,MEDICAL,11.79,0.04,651,Yes,0
40778,26.0,female,51309.0,3,RENT,11500.0,VENTURE,10.17,0.22,717,No,0
40779,28.0,male,173634.0,4,MORTGAGE,5488.0,MEDICAL,19.06,0.03,664,Yes,0
40780,30.0,female,174809.0,7,MORTGAGE,6138.0,PERSONAL,10.64,0.04,670,No,0
40781,36.0,female,62431.0,14,RENT,6439.0,EDUCATION,14.99,0.1,684,No,0
40782,27.0,male,64388.0,4,RENT,10000.0,MEDICAL,10.3,0.16,615,No,0
40783,38.0,male,61130.0,13,RENT,4000.0,VENTURE,9.42,0.07,685,Yes,0
40784,27.0,female,63201.0,7,RENT,10000.0,MEDICAL,13.11,0.16,598,Yes,0
40785,37.0,male,41614.0,16,RENT,5995.0,MEDICAL,13.51,0.14,627,No,0
40786,27.0,male,102282.0,6,RENT,12000.0,PERSONAL,13.16,0.12,668,No,0
40787,29.0,male,109062.0,3,MORTGAGE,10000.0,HOMEIMPROVEMENT,8.83,0.09,696,Yes,0
