person_age,person_gender,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
40.0,female,136463.0,14,RENT,12000.0,PERSONAL,16.04,0.09,634,No,1
23.0,female,21092.0,0,RENT,3982.0,DEBTCONSOLIDATION,10.39,0.19,656,No,1
32.0,female,61814.0,10,RENT,4090.0,PERSONAL,10.52,0.07,725,No,1
31.0,male,44066.0,7,MORTGAGE,6928.0,DEBTCONSOLIDATION,6.84,0.16,655,No,1
24.0,male,56864.0,0,RENT,8288.0,MEDICAL,16.42,0.15,643,No,1
22.0,female,36912.0,0,RENT,7000.0,MEDICAL,10.13,0.19,661,No,1
23.0,male,56412.0,4,RENT,18218.0,DEBTCONSOLIDATION,10.74,0.32,582,No,1
23.0,female,112860.0,0,RENT,30000.0,MEDICAL,14.0,0.27,678,No,1
24.0,female,44029.0,0,RENT,15000.0,VENTURE,12.85,0.34,633,No,1
26.0,male,66884.0,1,RENT,20000.0,VENTURE,10.35,0.3,673,No,1
24.0,male,53794.0,3,MORTGAGE,24748.0,DEBTCONSOLIDATION,14.27,0.46,624,No,1
29.0,male,725242.0,6,MORTGAGE,24821.0,MEDICAL,9.08,0.03,611,No,1
29.0,female,19316.0,7,RENT,5106.0,PERSONAL,11.55,0.26,685,No,1
35.0,female,32737.0,10,RENT,6000.0,HOMEIMPROVEMENT,16.16,0.18,707,No,1
24.0,male,20079.0,0,RENT,2026.0,HOMEIMPROVEMENT,15.23,0.1,611,No,1
33.0,male,43910.0,5,RENT,6000.0,VENTURE,13.49,0.14,678,No,1
22.0,female,37220.0,0,RENT,12000.0,EDUCATION,13.65,0.32,641,No,1
32.0,female,73026.0,7,RENT,18785.0,DEBTCONSOLIDATION,10.15,0.26,664,No,1
26.0,male,76699.0,2,RENT,7842.0,MEDICAL,11.62,0.1,598,No,1
25.0,male,36934.0,3,RENT,6000.0,DEBTCONSOLIDATION,13.66,0.16,676,No,1
26.0,male,45457.0,2,RENT,5790.0,MEDICAL,13.7,0.13,614,No,1
26.0,male,38490.0,2,RENT,8000.0,MEDICAL,13.99,0.21,602,No,1
30.0,male,71688.0,7,MORTGAGE,3983.0,EDUCATION,9.11,0.06,591,No,1
22.0,female,44043.0,0,RENT,18401.0,PERSONAL,11.18,0.42,687,No,1
29.0,male,50776.0,6,RENT,10965.0,PERSONAL,15.5,0.22,642,No,1
23.0,male,31976.0,0,RENT,2070.0,DEBTCONSOLIDATION,11.3,0.06,622,No,1
22.0,male,37217.0,2,RENT,12000.0,EDUCATION,10.23,0.32,649,No,1
28.0,male,68116.0,4,RENT,5036.0,MEDICAL,12.66,0.07,668,No,1
33.0,male,49019.0,9,RENT,21000.0,VENTURE,15.4,0.43,547,No,1
24.0,female,36150.0,1,RENT,11000.0,MEDICAL,12.14,0.3,584,No,1
34.0,female,166350.0,11,RENT,2543.0,EDUCATION,19.18,0.02,663,No,1
24.0,male,89793.0,0,MORTGAGE,26141.0,VENTURE,11.01,0.29,655,No,1
24.0,female,94805.0,2,RENT,24073.0,PERSONAL,14.98,0.25,642,No,1
38.0,male,66466.0,16,RENT,9976.0,PERSONAL,15.14,0.15,707,No,1
22.0,male,44068.0,3,RENT,9988.0,EDUCATION,15.33,0.23,651,No,1
31.0,male,31095.0,7,RENT,6711.0,PERSONAL,13.15,0.22,613,No,1
25.0,male,19980.0,1,RENT,4583.0,VENTURE,9.38,0.23,637,No,1
25.0,male,15163.0,3,RENT,3591.0,DEBTCONSOLIDATION,10.19,0.24,686,No,1
23.0,male,80565.0,0,MORTGAGE,30000.0,MEDICAL,14.48,0.37,661,No,1
26.0,female,69341.0,0,RENT,4363.0,DEBTCONSOLIDATION,10.92,0.06,675,No,1
29.0,male,29944.0,10,RENT,10000.0,DEBTCONSOLIDATION,13.06,0.33,723,No,1
37.0,male,58528.0,9,RENT,14737.0,PERSONAL,11.05,0.25,627,No,1
21.0,male,22655.0,0,RENT,5000.0,EDUCATION,12.2,0.22,619,No,1
26.0,female,100914.0,5,RENT,25000.0,EDUCATION,12.52,0.25,611,No,1
26.0,male,44196.0,4,RENT,7500.0,PERSONAL,11.4,0.17,627,No,1
25.0,male,79467.0,0,RENT,24184.0,EDUCATION,14.45,0.3,610,No,1
29.0,male,34505.0,10,RENT,5000.0,VENTURE,16.39,0.14,666,No,1
29.0,male,44389.0,6,RENT,15207.0,PERSONAL,15.85,0.34,626,No,1
30.0,male,42009.0,3,RENT,3029.0,PERSONAL,10.32,0.07,604,No,1
31.0,female,39522.0,10,RENT,5000.0,VENTURE,16.29,0.13,691,No,1
25.0,female,35811.0,3,RENT,5631.0,MEDICAL,13.93,0.16,656,No,1
28.0,male,30075.0,5,RENT,1500.0,MEDICAL,13.51,0.05,654,No,1
23.0,male,22956.0,0,RENT,7000.0,HOMEIMPROVEMENT,8.76,0.3,588,No,1
36.0,male,49276.0,14,RENT,21046.0,MEDICAL,18.24,0.43,633,No,1
24.0,male,42006.0,0,RENT,9000.0,DEBTCONSOLIDATION,16.46,0.21,648,No,1
29.0,male,23586.0,6,RENT,7867.0,HOMEIMPROVEMENT,12.95,0.33,591,No,1
23.0,female,21153.0,0,OWN,5836.0,VENTURE,10.93,0.28,687,No,1
23.0,female,56576.0,0,RENT,18066.0,DEBTCONSOLIDATION,10.72,0.32,559,No,1
25.0,male,65800.0,3,RENT,20000.0,VENTURE,14.45,0.3,656,No,1
33.0,female,52983.0,11,RENT,18000.0,VENTURE,11.66,0.34,667,No,1
23.0,female,55975.0,0,RENT,12457.0,EDUCATION,15.8,0.22,606,No,1
29.0,female,40292.0,7,RENT,17177.0,MEDICAL,14.47,0.43,701,No,1
38.0,male,88497.0,16,MORTGAGE,5203.0,DEBTCONSOLIDATION,15.95,0.06,625,No,1
25.0,male,80593.0,1,RENT,9781.0,MEDICAL,12.41,0.12,681,No,1
22.0,female,25982.0,1,RENT,10000.0,MEDICAL,12.85,0.38,651,No,1
26.0,female,33026.0,3,RENT,2338.0,HOMEIMPROVEMENT,7.09,0.07,571,No,1
33.0,male,36591.0,9,RENT,9284.0,VENTURE,11.63,0.25,543,No,1
24.0,male,45397.0,4,RENT,13915.0,EDUCATION,13.8,0.31,646,No,1
23.0,male,19598.0,0,RENT,5500.0,PERSONAL,11.05,0.28,629,No,1
29.0,male,233781.0,9,MORTGAGE,5173.0,DEBTCONSOLIDATION,15.04,0.02,687,No,1
24.0,male,37331.0,0,RENT,10000.0,MEDICAL,14.9,0.27,663,No,1
28.0,male,39702.0,4,RENT,10234.0,MEDICAL,7.36,0.26,615,No,1
31.0,female,94303.0,9,RENT,24000.0,PERSONAL,12.0,0.25,689,No,1
34.0,male,68531.0,7,MORTGAGE,6072.0,MEDICAL,13.4,0.09,545,No,1
31.0,male,83906.0,6,RENT,4104.0,PERSONAL,7.73,0.05,543,No,1
27.0,male,101442.0,4,MORTGAGE,20000.0,DEBTCONSOLIDATION,13.76,0.2,560,No,1
25.0,female,44121.0,2,RENT,15000.0,VENTURE,11.01,0.34,546,No,1
23.0,female,32345.0,0,RENT,8000.0,PERSONAL,12.04,0.25,564,No,1
31.0,male,53987.0,10,RENT,5000.0,HOMEIMPROVEMENT,16.79,0.09,657,No,1
22.0,male,22704.0,0,RENT,3000.0,DEBTCONSOLIDATION,10.96,0.13,522,No,1
28.0,female,44220.0,3,RENT,16000.0,PERSONAL,15.66,0.36,662,No,1
22.0,female,65931.0,0,RENT,5000.0,DEBTCONSOLIDATION,16.35,0.08,637,No,1
26.0,male,61893.0,4,MORTGAGE,10000.0,PERSONAL,8.16,0.16,654,No,1
37.0,male,76720.0,13,MORTGAGE,9391.0,MEDICAL,11.3,0.12,610,No,1
25.0,male,71806.0,1,RENT,15000.0,DEBTCONSOLIDATION,15.3,0.21,614,No,1
34.0,male,66150.0,8,RENT,7000.0,DEBTCONSOLIDATION,13.6,0.11,585,No,1
22.0,male,26833.0,1,RENT,4500.0,HOMEIMPROVEMENT,12.05,0.17,617,No,1
27.0,female,56208.0,5,RENT,8659.0,EDUCATION,10.87,0.15,623,No,1
23.0,male,15612.0,4,RENT,3000.0,EDUCATION,8.74,0.19,676,No,1
26.0,female,68386.0,1,RENT,20000.0,DEBTCONSOLIDATION,17.29,0.29,634,No,1
23.0,female,23649.0,2,RENT,1552.0,DEBTCONSOLIDATION,10.49,0.07,614,No,1
28.0,male,47828.0,8,RENT,10153.0,DEBTCONSOLIDATION,15.13,0.21,619,No,1
30.0,female,122762.0,5,MORTGAGE,15552.0,DEBTCONSOLIDATION,15.51,0.13,690,No,1
27.0,male,19894.0,8,RENT,5466.0,PERSONAL,8.44,0.27,681,No,1
22.0,male,46188.0,0,RENT,12000.0,EDUCATION,10.29,0.26,477,No,1
24.0,male,39527.0,0,RENT,15000.0,EDUCATION,13.09,0.38,655,No,1
24.0,female,46628.0,2,RENT,19774.0,MEDICAL,8.17,0.42,572,No,1
38.0,male,37020.0,16,RENT,10000.0,HOMEIMPROVEMENT,8.09,0.27,601,No,1
24.0,male,91154.0,0,RENT,14643.0,HOMEIMPROVEMENT,12.29,0.16,661,No,1
30.0,female,118070.0,5,MORTGAGE,5448.0,DEBTCONSOLIDATION,16.13,0.05,601,No,1
30.0,female,38021.0,10,RENT,11200.0,MEDICAL,11.99,0.29,614,No,1
27.0,male,36918.0,3,RENT,1484.0,HOMEIMPROVEMENT,12.87,0.04,500,No,1
24.0,female,51617.0,4,RENT,18182.0,PERSONAL,16.17,0.35,639,No,1
28.0,male,35639.0,3,RENT,15000.0,MEDICAL,14.02,0.42,621,No,1
27.0,male,43761.0,5,RENT,15000.0,VENTURE,16.59,0.34,713,No,1
23.0,female,33380.0,0,RENT,8345.0,EDUCATION,13.09,0.25,560,No,1
35.0,female,124416.0,9,RENT,9226.0,EDUCATION,15.98,0.07,594,No,1
25.0,female,60727.0,0,RENT,18000.0,PERSONAL,8.29,0.3,715,No,1
34.0,female,10665.0,12,RENT,1852.0,MEDICAL,10.95,0.17,655,No,1
28.0,male,31111.0,7,RENT,8000.0,MEDICAL,8.02,0.26,669,No,1
22.0,female,51077.0,0,RENT,7000.0,MEDICAL,15.35,0.14,589,No,1
28.0,male,46065.0,5,RENT,12293.0,EDUCATION,15.46,0.27,645,No,1
28.0,female,55245.0,6,RENT,16925.0,DEBTCONSOLIDATION,14.02,0.31,632,No,1
26.0,female,35905.0,3,RENT,4000.0,MEDICAL,14.39,0.11,653,No,1
29.0,male,138420.0,6,MORTGAGE,20000.0,DEBTCONSOLIDATION,13.32,0.14,614,No,1
39.0,male,81909.0,18,RENT,23970.0,EDUCATION,14.91,0.29,569,No,1
28.0,male,18771.0,2,RENT,4369.0,DEBTCONSOLIDATION,12.45,0.23,689,No,1
32.0,female,41864.0,11,RENT,10000.0,MEDICAL,15.03,0.24,719,No,1
24.0,female,95783.0,2,RENT,6465.0,PERSONAL,12.11,0.07,656,No,1
26.0,female,65527.0,0,RENT,17441.0,VENTURE,9.62,0.27,533,No,1
24.0,female,35421.0,0,RENT,11269.0,MEDICAL,10.47,0.32,679,No,1
29.0,female,44644.0,5,RENT,14175.0,PERSONAL,10.01,0.32,666,No,1
28.0,male,34363.0,6,RENT,4730.0,MEDICAL,13.33,0.14,612,No,1
30.0,male,107821.0,7,RENT,30000.0,DEBTCONSOLIDATION,17.47,0.28,637,No,1
27.0,male,39645.0,2,RENT,1500.0,HOMEIMPROVEMENT,10.57,0.04,596,No,1
23.0,male,46204.0,0,RENT,3860.0,DEBTCONSOLIDATION,14.02,0.08,480,No,1
30.0,female,91022.0,10,RENT,25000.0,DEBTCONSOLIDATION,14.69,0.27,661,No,1
32.0,female,10807.0,10,RENT,1533.0,EDUCATION,14.13,0.14,698,No,1
22.0,male,33561.0,0,RENT,8432.0,VENTURE,9.74,0.25,633,No,1
27.0,female,44195.0,6,RENT,11202.0,MEDICAL,11.03,0.25,575,No,1
27.0,male,85833.0,2,MORTGAGE,15000.0,MEDICAL,16.38,0.17,660,No,1
25.0,female,47763.0,6,RENT,16000.0,VENTURE,16.38,0.33,629,No,1
25.0,male,47150.0,4,RENT,15086.0,EDUCATION,11.85,0.32,661,No,1
27.0,male,166565.0,5,RENT,3892.0,EDUCATION,11.86,0.02,585,No,1
26.0,female,33103.0,1,RENT,3991.0,HOMEIMPROVEMENT,13.44,0.12,699,No,1
35.0,female,24397.0,13,OWN,7500.0,HOMEIMPROVEMENT,10.5,0.31,682,No,1
23.0,male,41056.0,2,RENT,9000.0,PERSONAL,11.01,0.22,685,No,1
29.0,female,83660.0,3,RENT,25000.0,PERSONAL,13.11,0.3,631,No,1
33.0,female,71146.0,8,RENT,17210.0,MEDICAL,16.33,0.24,671,No,1
32.0,male,92967.0,10,MORTGAGE,15000.0,DEBTCONSOLIDATION,11.3,0.16,601,No,1
24.0,female,111836.0,0,RENT,25000.0,HOMEIMPROVEMENT,14.93,0.22,661,No,1
31.0,male,54802.0,12,RENT,5000.0,MEDICAL,11.36,0.09,650,No,1
22.0,female,37009.0,0,RENT,5000.0,EDUCATION,9.88,0.14,523,No,1
34.0,male,78998.0,12,RENT,20000.0,VENTURE,7.71,0.25,615,No,1
28.0,female,31162.0,3,RENT,5173.0,DEBTCONSOLIDATION,18.36,0.17,669,No,1
28.0,female,53494.0,3,RENT,17508.0,EDUCATION,11.09,0.33,705,No,1
21.0,female,15383.0,0,OWN,3000.0,EDUCATION,8.73,0.2,567,No,1
35.0,male,124196.0,10,RENT,9268.0,EDUCATION,14.91,0.07,710,No,1
26.0,female,26982.0,5,RENT,9912.0,VENTURE,10.3,0.37,617,No,1
25.0,male,54922.0,2,RENT,10000.0,HOMEIMPROVEMENT,12.14,0.18,633,No,1
26.0,male,103519.0,3,MORTGAGE,20000.0,PERSONAL,15.82,0.19,649,No,1
29.0,female,262666.0,7,MORTGAGE,25000.0,HOMEIMPROVEMENT,18.88,0.1,618,No,1
25.0,female,35919.0,3,RENT,10992.0,PERSONAL,14.8,0.31,683,No,1
33.0,female,206456.0,13,MORTGAGE,11600.0,DEBTCONSOLIDATION,14.13,0.06,592,No,1
27.0,male,68978.0,7,RENT,12000.0,MEDICAL,15.86,0.17,589,No,1
30.0,male,141835.0,7,RENT,12324.0,DEBTCONSOLIDATION,18.15,0.09,637,No,1
29.0,female,16687.0,2,RENT,7109.0,VENTURE,8.78,0.43,587,No,1
27.0,female,37146.0,8,RENT,10948.0,PERSONAL,10.08,0.29,494,No,1
32.0,female,78038.0,10,MORTGAGE,25000.0,HOMEIMPROVEMENT,13.44,0.32,643,No,1
36.0,male,46089.0,14,RENT,12110.0,EDUCATION,14.6,0.26,657,No,1
23.0,male,22249.0,0,OWN,5000.0,EDUCATION,9.76,0.22,564,No,1
30.0,male,73353.0,7,RENT,18382.0,MEDICAL,13.77,0.25,657,No,1
27.0,male,39694.0,4,RENT,4029.0,MEDICAL,15.99,0.1,584,No,1
51.0,male,12865.0,29,RENT,2979.0,VENTURE,11.19,0.23,693,No,1
43.0,male,148671.0,19,MORTGAGE,14165.0,PERSONAL,11.48,0.1,678,No,1
21.0,male,12723.0,0,OWN,4608.0,HOMEIMPROVEMENT,9.39,0.36,538,No,1
23.0,female,64577.0,0,RENT,17312.0,DEBTCONSOLIDATION,7.94,0.27,667,No,1
25.0,male,46882.0,5,RENT,20000.0,PERSONAL,11.17,0.43,672,No,1
23.0,female,60163.0,0,MORTGAGE,5000.0,MEDICAL,14.95,0.08,559,No,1
22.0,female,22513.0,0,RENT,6000.0,VENTURE,7.61,0.27,648,No,1
23.0,female,24183.0,0,RENT,3000.0,PERSONAL,9.99,0.12,644,No,1
24.0,female,106518.0,0,RENT,29645.0,MEDICAL,17.07,0.28,653,No,1
29.0,female,36994.0,7,RENT,3552.0,MEDICAL,9.14,0.1,573,No,1
34.0,female,41807.0,10,RENT,3162.0,PERSONAL,10.06,0.08,660,No,1
38.0,male,47222.0,14,RENT,12950.0,DEBTCONSOLIDATION,10.48,0.27,615,No,1
25.0,male,41387.0,5,RENT,8000.0,MEDICAL,11.38,0.19,677,No,1
22.0,female,53803.0,2,RENT,20000.0,MEDICAL,14.97,0.37,566,No,1
28.0,female,66329.0,2,RENT,5000.0,MEDICAL,16.11,0.08,650,No,1
25.0,female,71453.0,1,RENT,5000.0,EDUCATION,15.62,0.07,582,No,1
27.0,male,53623.0,1,RENT,18154.0,EDUCATION,14.53,0.34,637,No,1
27.0,female,98200.0,5,RENT,29154.0,DEBTCONSOLIDATION,11.89,0.3,628,No,1
25.0,male,166588.0,2,MORTGAGE,20000.0,DEBTCONSOLIDATION,15.94,0.12,659,No,1
23.0,female,44112.0,1,RENT,15000.0,VENTURE,14.54,0.34,576,No,1
28.0,male,99300.0,8,RENT,16750.0,VENTURE,20.0,0.17,726,No,1
24.0,female,19124.0,2,RENT,7000.0,EDUCATION,9.8,0.37,623,No,1
25.0,male,54981.0,1,RENT,14500.0,PERSONAL,11.81,0.26,620,No,1
24.0,female,68219.0,1,MORTGAGE,6000.0,MEDICAL,11.09,0.09,582,No,1
24.0,female,66505.0,1,RENT,20000.0,HOMEIMPROVEMENT,16.88,0.3,619,No,1
27.0,female,95039.0,4,RENT,35000.0,DEBTCONSOLIDATION,17.77,0.37,589,No,1
35.0,male,148556.0,14,MORTGAGE,25000.0,HOMEIMPROVEMENT,17.08,0.17,641,No,1
28.0,female,59328.0,4,RENT,15000.0,MEDICAL,12.92,0.25,654,No,1
26.0,female,51520.0,2,RENT,4856.0,EDUCATION,13.37,0.09,646,No,1
30.0,female,44112.0,7,RENT,14000.0,MEDICAL,7.14,0.32,602,No,1
31.0,female,75231.0,6,RENT,5802.0,MEDICAL,14.11,0.08,547,No,1
24.0,female,90458.0,3,RENT,24000.0,DEBTCONSOLIDATION,10.75,0.27,561,No,1
30.0,male,48899.0,9,RENT,13243.0,PERSONAL,13.14,0.27,668,No,1
25.0,male,35403.0,0,RENT,3898.0,PERSONAL,15.11,0.11,627,No,1
33.0,male,41017.0,11,RENT,9000.0,PERSONAL,8.24,0.22,638,No,1
24.0,female,37181.0,1,RENT,14013.0,DEBTCONSOLIDATION,7.58,0.38,613,No,1
22.0,male,32784.0,3,RENT,10000.0,PERSONAL,15.41,0.31,525,No,1
26.0,female,13998.0,3,RENT,3390.0,EDUCATION,11.16,0.24,639,No,1
26.0,female,51277.0,0,MORTGAGE,3195.0,DEBTCONSOLIDATION,15.44,0.06,656,No,1
22.0,female,44842.0,1,RENT,18649.0,PERSONAL,7.83,0.42,538,No,1
26.0,female,39475.0,2,RENT,15000.0,DEBTCONSOLIDATION,10.73,0.38,646,No,1
25.0,female,85002.0,2,RENT,20000.0,DEBTCONSOLIDATION,14.49,0.24,561,No,1
28.0,male,54179.0,4,RENT,17479.0,DEBTCONSOLIDATION,11.12,0.32,637,No,1
30.0,male,37481.0,8,RENT,20134.0,VENTURE,14.21,0.54,613,No,1
24.0,male,59500.0,0,MORTGAGE,8129.0,EDUCATION,10.54,0.14,674,No,1
24.0,male,87678.0,5,MORTGAGE,17915.0,DEBTCONSOLIDATION,15.8,0.2,530,No,1
31.0,female,92263.0,8,RENT,20000.0,HOMEIMPROVEMENT,13.85,0.22,626,No,1
33.0,male,115845.0,12,RENT,4281.0,DEBTCONSOLIDATION,16.94,0.04,635,No,1
25.0,female,28339.0,1,RENT,3106.0,PERSONAL,18.36,0.11,654,No,1
26.0,female,62167.0,5,RENT,10000.0,PERSONAL,11.35,0.16,708,No,1
27.0,male,83270.0,1,RENT,20674.0,DEBTCONSOLIDATION,12.14,0.25,709,No,1
23.0,male,100106.0,1,RENT,14161.0,PERSONAL,17.63,0.14,642,No,1
32.0,female,101687.0,10,RENT,15000.0,DEBTCONSOLIDATION,15.52,0.15,655,No,1
41.0,male,73104.0,16,RENT,10000.0,MEDICAL,14.42,0.14,626,No,1
32.0,male,190438.0,9,MORTGAGE,10374.0,DEBTCONSOLIDATION,15.51,0.05,516,No,1
24.0,female,38268.0,0,RENT,11204.0,MEDICAL,6.59,0.29,668,No,1
26.0,male,65534.0,5,RENT,13200.0,HOMEIMPROVEMENT,14.91,0.2,580,No,1
24.0,female,77043.0,0,RENT,20000.0,MEDICAL,12.53,0.26,652,No,1
29.0,female,71692.0,6,RENT,15000.0,DEBTCONSOLIDATION,10.94,0.21,686,No,1
24.0,female,23146.0,0,RENT,4500.0,EDUCATION,9.3,0.19,667,No,1
25.0,male,76016.0,4,RENT,20000.0,VENTURE,12.91,0.26,501,No,1
23.0,male,76210.0,3,RENT,16000.0,MEDICAL,14.81,0.21,661,No,1
26.0,female,30722.0,5,RENT,6064.0,MEDICAL,16.12,0.2,654,No,1
27.0,female,68911.0,4,RENT,7388.0,EDUCATION,10.29,0.11,624,No,1
23.0,female,40544.0,1,RENT,3393.0,HOMEIMPROVEMENT,8.3,0.08,667,No,1
22.0,female,22427.0,0,RENT,1500.0,HOMEIMPROVEMENT,12.16,0.07,671,No,1
40.0,male,87868.0,17,RENT,25000.0,MEDICAL,18.17,0.28,544,No,1
34.0,female,76044.0,12,RENT,20000.0,VENTURE,12.11,0.26,658,No,1
23.0,female,22650.0,0,RENT,3250.0,VENTURE,11.66,0.14,630,No,1
24.0,male,100711.0,1,RENT,20000.0,EDUCATION,11.89,0.2,557,No,1
28.0,male,65483.0,3,RENT,10000.0,DEBTCONSOLIDATION,16.24,0.15,663,No,1
26.0,female,54141.0,0,RENT,20000.0,MEDICAL,16.68,0.37,626,No,1
24.0,female,48148.0,4,RENT,3250.0,MEDICAL,9.3,0.07,543,No,1
23.0,female,76232.0,0,RENT,24965.0,MEDICAL,14.2,0.33,590,No,1
30.0,male,126945.0,10,MORTGAGE,24182.0,MEDICAL,15.28,0.19,518,No,1
30.0,male,41425.0,4,RENT,14000.0,DEBTCONSOLIDATION,19.31,0.34,641,No,1
36.0,male,37236.0,14,RENT,10000.0,MEDICAL,8.01,0.27,559,No,1
28.0,female,39678.0,2,RENT,8575.0,DEBTCONSOLIDATION,17.24,0.22,644,No,1
24.0,female,71746.0,3,RENT,16000.0,MEDICAL,16.39,0.22,561,No,1
28.0,female,65984.0,7,MORTGAGE,12000.0,PERSONAL,15.94,0.18,613,No,1
23.0,female,73056.0,2,RENT,25454.0,PERSONAL,11.0,0.35,578,No,1
22.0,male,18195.0,0,RENT,6178.0,EDUCATION,13.35,0.34,656,No,1
36.0,male,315488.0,7,MORTGAGE,23035.0,MEDICAL,10.65,0.07,690,No,1
22.0,male,41815.0,1,RENT,7500.0,DEBTCONSOLIDATION,14.06,0.18,479,No,1
26.0,male,36814.0,4,RENT,10625.0,VENTURE,9.13,0.29,635,No,1
31.0,male,65894.0,8,RENT,4447.0,EDUCATION,13.46,0.07,696,No,1
32.0,male,24196.0,4,RENT,8397.0,DEBTCONSOLIDATION,8.42,0.35,550,No,1
41.0,male,121486.0,16,MORTGAGE,25000.0,DEBTCONSOLIDATION,14.91,0.21,680,No,1
36.0,female,46632.0,11,MORTGAGE,2819.0,PERSONAL,16.89,0.06,634,No,1
32.0,male,47537.0,9,RENT,2856.0,HOMEIMPROVEMENT,13.42,0.06,601,No,1
24.0,male,73172.0,3,RENT,25000.0,PERSONAL,11.01,0.34,618,No,1
35.0,male,51608.0,12,RENT,15723.0,VENTURE,10.86,0.3,634,No,1
25.0,male,44510.0,4,RENT,10000.0,EDUCATION,11.02,0.22,634,No,1
25.0,female,105474.0,1,MORTGAGE,15000.0,DEBTCONSOLIDATION,8.64,0.14,644,No,1
26.0,male,65559.0,5,MORTGAGE,8500.0,DEBTCONSOLIDATION,13.69,0.13,600,No,1
22.0,female,9364.0,0,RENT,2485.0,MEDICAL,12.94,0.27,631,No,1
22.0,male,41398.0,0,RENT,15000.0,VENTURE,12.53,0.36,682,No,1
23.0,male,28719.0,0,RENT,7673.0,HOMEIMPROVEMENT,11.7,0.27,614,No,1
31.0,female,65994.0,11,RENT,12000.0,DEBTCONSOLIDATION,15.02,0.18,612,No,1
25.0,male,18530.0,6,RENT,4652.0,DEBTCONSOLIDATION,9.4,0.25,636,No,1
29.0,female,83761.0,6,MORTGAGE,14167.0,HOMEIMPROVEMENT,10.35,0.17,671,No,1
25.0,male,72080.0,6,RENT,21380.0,MEDICAL,16.78,0.3,660,No,1
25.0,female,68490.0,5,RENT,3805.0,DEBTCONSOLIDATION,15.09,0.06,568,No,1
22.0,male,71774.0,0,RENT,12000.0,MEDICAL,11.01,0.17,666,No,1
31.0,female,42831.0,7,RENT,15000.0,VENTURE,12.16,0.35,654,No,1
23.0,male,92846.0,0,MORTGAGE,7425.0,DEBTCONSOLIDATION,14.58,0.08,547,No,1
23.0,female,24121.0,0,RENT,6000.0,HOMEIMPROVEMENT,9.14,0.25,624,No,1
32.0,male,59750.0,6,RENT,3513.0,VENTURE,11.07,0.06,621,No,1
30.0,male,48621.0,7,RENT,16666.0,MEDICAL,12.89,0.34,637,No,1
27.0,male,47720.0,2,RENT,5000.0,DEBTCONSOLIDATION,13.67,0.1,587,No,1
25.0,male,39484.0,4,MORTGAGE,2500.0,HOMEIMPROVEMENT,16.45,0.06,638,No,1
24.0,male,13030.0,1,RENT,1000.0,PERSONAL,13.92,0.08,622,No,1
26.0,female,22664.0,1,RENT,8619.0,DEBTCONSOLIDATION,13.57,0.38,618,No,1
24.0,female,50280.0,0,RENT,4000.0,PERSONAL,11.49,0.08,666,No,1
25.0,male,48990.0,0,RENT,13293.0,PERSONAL,15.25,0.27,676,No,1
24.0,male,27071.0,1,RENT,8000.0,MEDICAL,13.03,0.3,610,No,1
29.0,female,39717.0,7,RENT,6452.0,MEDICAL,16.51,0.16,625,No,1
25.0,male,99389.0,3,MORTGAGE,15000.0,MEDICAL,17.31,0.15,684,No,1
23.0,female,41907.0,0,RENT,10000.0,HOMEIMPROVEMENT,11.1,0.24,636,No,1
34.0,female,124280.0,9,MORTGAGE,25000.0,DEBTCONSOLIDATION,12.12,0.2,637,No,1
23.0,female,38505.0,0,RENT,10000.0,PERSONAL,12.77,0.26,643,No,1
23.0,male,32441.0,1,RENT,8000.0,MEDICAL,12.23,0.25,706,No,1
30.0,female,69839.0,8,RENT,1909.0,MEDICAL,13.39,0.03,592,No,1
28.0,female,47704.0,4,RENT,12000.0,MEDICAL,8.46,0.25,609,No,1
28.0,male,52793.0,9,RENT,13405.0,DEBTCONSOLIDATION,11.89,0.25,645,No,1
24.0,male,50948.0,0,RENT,14988.0,PERSONAL,11.79,0.29,590,No,1
29.0,male,24087.0,5,RENT,8120.0,PERSONAL,8.06,0.34,549,No,1
24.0,male,36958.0,0,RENT,2500.0,HOMEIMPROVEMENT,13.21,0.07,633,No,1
27.0,female,127479.0,4,MORTGAGE,34121.0,EDUCATION,17.44,0.27,587,No,1
26.0,male,94783.0,3,RENT,14781.0,DEBTCONSOLIDATION,11.87,0.16,607,No,1
23.0,male,42079.0,0,RENT,18323.0,VENTURE,10.38,0.44,694,No,1
29.0,female,38889.0,8,RENT,10000.0,MEDICAL,7.41,0.26,598,No,1
23.0,male,90848.0,0,RENT,16995.0,HOMEIMPROVEMENT,16.03,0.19,623,No,1
21.0,male,39370.0,0,RENT,15000.0,DEBTCONSOLIDATION,11.93,0.38,654,No,1
25.0,male,31235.0,3,RENT,3000.0,DEBTCONSOLIDATION,10.84,0.1,618,No,1
31.0,male,88814.0,6,RENT,20000.0,PERSONAL,14.6,0.23,652,No,1
30.0,female,59989.0,2,RENT,19798.0,HOMEIMPROVEMENT,12.35,0.33,647,No,1
29.0,female,19030.0,3,RENT,2720.0,EDUCATION,7.53,0.14,638,No,1
39.0,female,118979.0,17,MORTGAGE,25000.0,HOMEIMPROVEMENT,18.26,0.21,498,No,1
28.0,male,69934.0,6,RENT,2207.0,MEDICAL,14.42,0.03,714,No,1
